state_time,experiment_type,t_peak,t_rise,t_fall,peak_tn,est_stride_dur,actual_stride_dur
168609,sav,51.3,25.299999999999997,10.300000000000004,0.185,990,1000
169599,sav,51.3,25.299999999999997,10.300000000000004,0.185,990,990
170589,sav,51.3,25.299999999999997,10.300000000000004,0.185,990,990
171579,sav,51.3,25.299999999999997,10.300000000000004,0.185,990,990
172569,sav,51.3,25.299999999999997,10.300000000000004,0.185,990,990
173579,sav,51.3,25.299999999999997,10.300000000000004,0.185,990,1010
174589,sav,51.3,25.299999999999997,10.300000000000004,0.185,990,1010
175599,sav,51.3,25.299999999999997,10.300000000000004,0.185,1010,1010
176599,sav,51.3,25.299999999999997,10.300000000000004,0.185,1010,1000
177589,sav,51.3,25.299999999999997,10.300000000000004,0.185,1010,990
178589,sav,51.3,25.299999999999997,10.300000000000004,0.185,1000,1000
179599,sav,51.3,25.299999999999997,10.300000000000004,0.185,1000,1010
180599,sav,51.3,25.299999999999997,10.300000000000004,0.185,1000,1000
181609,sav,51.3,25.299999999999997,10.300000000000004,0.185,1000,1010
182619,sav,51.3,25.299999999999997,10.300000000000004,0.185,1010,1010
183629,sav,51.3,25.299999999999997,10.300000000000004,0.185,1010,1010
184639,sav,51.3,25.299999999999997,10.300000000000004,0.185,1010,1010
185639,sav,51.3,25.299999999999997,10.300000000000004,0.185,1010,1000
186649,sav,51.3,25.299999999999997,10.300000000000004,0.185,1010,1010
187629,sav,51.3,25.299999999999997,10.300000000000004,0.19,1010,980
188619,sav,51.3,25.299999999999997,10.300000000000004,0.19,1000,990
189609,sav,51.3,25.299999999999997,10.300000000000004,0.19,990,990
190619,sav,51.3,25.299999999999997,10.300000000000004,0.19,990,1010
191589,sav,51.3,25.299999999999997,10.300000000000004,0.19,990,970
192599,sav,51.3,25.299999999999997,10.300000000000004,0.19,990,1010
193609,sav,51.3,25.299999999999997,10.300000000000004,0.19,1010,1010
194619,sav,51.3,25.299999999999997,10.300000000000004,0.19,1010,1010
195609,sav,51.3,25.299999999999997,10.300000000000004,0.19,1010,990
196609,sav,51.3,25.299999999999997,10.300000000000004,0.19,1010,1000
197609,sav,51.3,25.299999999999997,10.300000000000004,0.19,1000,1000
198609,sav,51.3,25.299999999999997,10.300000000000004,0.19,1000,1000
199619,sav,51.3,25.299999999999997,10.300000000000004,0.19,1000,1010
200609,sav,51.3,25.299999999999997,10.300000000000004,0.19,1000,990
201599,sav,51.3,25.299999999999997,10.300000000000004,0.19,1000,990
202599,sav,51.3,25.299999999999997,10.300000000000004,0.19,1000,1000
203609,sav,51.3,25.299999999999997,10.300000000000004,0.19,1000,1010
204609,sav,51.3,25.299999999999997,10.300000000000004,0.19,1000,1000
205609,sav,51.3,25.299999999999997,10.300000000000004,0.19,1000,1000
206609,sav,51.3,25.299999999999997,10.300000000000004,0.19,1000,1000
207609,sav,51.3,25.299999999999997,10.300000000000004,0.19,1000,1000
208589,sav,51.3,25.299999999999997,10.300000000000004,0.19,1000,980
209569,sav,51.3,25.299999999999997,10.300000000000004,0.19,1000,980
210559,sav,51.3,25.299999999999997,10.300000000000004,0.19,990,990
211569,sav,51.3,25.299999999999997,10.300000000000004,0.19,990,1010
212559,sav,51.3,25.299999999999997,10.300000000000004,0.19,990,990
213569,sav,51.3,25.299999999999997,10.300000000000004,0.19,990,1010
214569,sav,51.3,25.299999999999997,10.300000000000004,0.19,1000,1000
215579,sav,51.3,25.299999999999997,10.300000000000004,0.19,1010,1010
216579,sav,51.3,25.299999999999997,10.300000000000004,0.19,1000,1000
217589,sav,51.3,25.299999999999997,10.300000000000004,0.19,1010,1010
218569,sav,51.3,25.299999999999997,10.300000000000004,0.19,1000,980
219569,sav,51.3,25.299999999999997,10.300000000000004,0.19,1000,1000
220559,sav,51.3,25.299999999999997,10.300000000000004,0.19,1000,990
221559,sav,51.3,25.299999999999997,10.300000000000004,0.19,1000,1000
222559,sav,51.3,25.299999999999997,10.300000000000004,0.19,1000,1000
223549,sav,51.3,25.299999999999997,10.300000000000004,0.19,1000,990
224559,sav,51.3,25.299999999999997,10.300000000000004,0.19,1000,1010
225549,sav,51.3,25.299999999999997,10.300000000000004,0.19,1000,990
226539,sav,51.3,25.299999999999997,10.300000000000004,0.19,990,990
227549,sav,51.3,25.299999999999997,10.300000000000004,0.195,990,1010
228539,sav,51.3,25.299999999999997,10.300000000000004,0.195,990,990
229529,sav,51.3,25.299999999999997,10.300000000000004,0.195,990,990
230519,sav,51.3,25.299999999999997,10.300000000000004,0.195,990,990
231509,sav,51.3,25.299999999999997,10.300000000000004,0.195,990,990
232499,sav,51.3,25.299999999999997,10.300000000000004,0.195,990,990
233509,sav,51.3,25.299999999999997,10.300000000000004,0.195,990,1010
234499,sav,51.3,25.299999999999997,10.300000000000004,0.195,990,990
235499,sav,51.3,25.299999999999997,10.300000000000004,0.195,990,1000
236499,sav,51.3,25.299999999999997,10.300000000000004,0.195,1000,1000
237499,sav,51.3,25.299999999999997,10.300000000000004,0.195,1000,1000
238499,sav,51.3,25.299999999999997,10.300000000000004,0.195,1000,1000
239489,sav,51.3,25.299999999999997,10.300000000000004,0.195,1000,990
240509,sav,51.3,25.299999999999997,10.300000000000004,0.195,1000,1020
241489,sav,51.3,25.299999999999997,10.300000000000004,0.195,1000,980
242469,sav,51.3,25.299999999999997,10.300000000000004,0.195,990,980
243469,sav,51.3,25.299999999999997,10.300000000000004,0.195,990,1000
244469,sav,51.3,25.299999999999997,10.300000000000004,0.195,1000,1000
245479,sav,51.3,25.299999999999997,10.300000000000004,0.195,1000,1010
246499,sav,51.3,25.299999999999997,10.300000000000004,0.195,1000,1020
247649,sav,51.3,25.299999999999997,10.300000000000004,0.195,1010,1150
249399,sav,51.3,25.299999999999997,10.300000000000004,0.195,1010,1750
