state_time,t_rise,t_fall,t_peak,est_stride_dur,actual_stride_dur
91907,25.3,10.3,51.3,-1,91908
93157,25.3,10.3,51.3,1250,1250
94437,25.3,10.3,51.3,1280,1280
95637,25.3,10.3,51.3,1250,1200
96847,25.3,10.3,51.3,1250,1210
98077,25.3,10.3,51.3,1230,1230
99297,25.3,10.3,51.3,1220,1220
100507,25.3,10.3,51.3,1210,1210
101717,25.3,10.3,51.3,1210,1210
102907,25.3,10.3,51.3,1210,1190
104127,25.3,10.3,51.3,1210,1220
105337,25.3,10.3,51.3,1210,1210
106527,25.3,10.3,51.3,1210,1190
107707,25.3,10.3,51.3,1190,1180
108897,25.3,10.3,51.3,1190,1190
110077,25.3,10.3,51.3,1190,1180
111237,25.3,10.3,51.3,1180,1160
112427,25.3,10.3,51.3,1180,1190
113567,25.3,10.3,51.3,1180,1140
114727,25.3,10.3,51.3,1160,1160
115867,25.3,10.3,51.3,1160,1140
117017,25.3,10.3,51.3,1150,1150
118147,25.3,10.3,51.3,1140,1130
119297,25.3,10.3,51.3,1150,1150
120457,25.3,10.3,51.3,1150,1160
121627,25.3,10.3,51.3,1150,1170
122807,25.3,10.3,51.3,1160,1180
123937,25.3,10.3,51.3,1160,1130
125127,25.3,10.3,51.3,1170,1190
126257,25.3,10.3,51.3,1170,1130
127417,25.3,10.3,51.3,1160,1160
128637,25.3,10.3,51.3,1160,1220
129727,25.3,10.3,51.3,1160,1090
130957,25.3,10.3,51.3,1160,1230
132047,25.3,10.3,51.3,1160,1090
133227,25.3,10.3,51.3,1180,1180
134397,25.3,10.3,51.3,1170,1170
135567,25.3,10.3,51.3,1170,1170
136707,25.3,10.3,51.3,1170,1140
137877,25.3,10.3,51.3,1170,1170
139067,25.3,10.3,51.3,1170,1190
140207,25.3,10.3,51.3,1170,1140
141357,25.3,10.3,51.3,1150,1150
142537,25.3,10.3,51.3,1170,1180
143687,25.3,10.3,51.3,1150,1150
144857,25.3,10.3,51.3,1150,1170
146037,25.3,10.3,51.3,1170,1180
147207,25.3,10.3,51.3,1170,1170
148397,25.3,10.3,51.3,1170,1190
149557,25.3,10.3,51.3,1170,1160
150727,25.3,10.3,51.3,1170,1170
151897,25.3,10.3,51.3,1170,1170
153047,25.3,10.3,51.3,1170,1150
154197,25.3,10.3,51.3,1160,1150
155387,25.3,10.3,51.3,1170,1190
156527,25.3,10.3,51.3,1150,1140
157697,25.3,10.3,51.3,1150,1170
158857,25.3,10.3,51.3,1160,1160
160037,25.3,10.3,51.3,1170,1180
161177,25.3,10.3,51.3,1160,1140
162347,25.3,10.3,51.3,1170,1170
163517,25.3,10.3,51.3,1170,1170
164697,25.3,10.3,51.3,1170,1180
165837,25.3,10.3,51.3,1170,1140
167027,25.3,10.3,51.3,1170,1190
168187,25.3,10.3,51.3,1170,1160
169377,25.3,10.3,51.3,1180,1190
