Trial #,Sweep #,Delta,Approach,Experiment Type,Reference t_peak,Comparison t_peak,Reference peak_tn,Comparison peak_tn,Staircase Var,Reference Value,Comparison Value,t_rise_comp,t_fall_comp,Phase Order,Is Reversal,Response,Catch Trial
1,0,0.01,from_above,sav,51.3,51.3,0.18,0.22999999999999998,peak_tn,0.18,0.22999999999999998,25.299999999999997,10.300000000000004,comp_first,No,Same,No
2,0,0.01,from_above,sav,51.3,51.3,0.18,0.24,peak_tn,0.18,0.24,25.299999999999997,10.300000000000004,ref_first,Yes,Different,No
