state_time,t_rise,t_fall,t_peak,est_stride_dur,actual_stride_dur
49398,25.3,10.3,51.3,-1,49399
50708,25.3,10.3,51.3,1310,1310
51908,25.3,10.3,51.3,1310,1200
53088,25.3,10.3,51.3,1200,1180
54278,25.3,10.3,51.3,1200,1190
55448,25.3,10.3,51.3,1190,1170
56678,25.3,10.3,51.3,1190,1230
57848,25.3,10.3,51.3,1180,1170
59048,25.3,10.3,51.3,1190,1200
60248,25.3,10.3,51.3,1200,1200
61448,25.3,10.3,51.3,1200,1200
62638,25.3,10.3,51.3,1200,1190
63818,25.3,10.3,51.3,1200,1180
64978,25.3,10.3,51.3,1190,1160
66218,25.3,10.3,51.3,1190,1240
67378,25.3,10.3,51.3,1180,1160
68588,25.3,10.3,51.3,1180,1210
69728,25.3,10.3,51.3,1160,1140
70948,25.3,10.3,51.3,1210,1220
72188,25.3,10.3,51.3,1210,1240
73398,25.3,10.3,51.3,1210,1210
74548,25.3,10.3,51.3,1210,1150
75768,25.3,10.3,51.3,1220,1220
76938,25.3,10.3,51.3,1210,1170
78128,25.3,10.3,51.3,1190,1190
79288,25.3,10.3,51.3,1170,1160
80478,25.3,10.3,51.3,1190,1190
81668,25.3,10.3,51.3,1190,1190
82888,25.3,10.3,51.3,1190,1220
84058,25.3,10.3,51.3,1190,1170
85258,25.3,10.3,51.3,1190,1200
86458,25.3,10.3,51.3,1200,1200
87668,25.3,10.3,51.3,1200,1210
88838,25.3,10.3,51.3,1200,1170
90088,25.3,10.3,51.3,1200,1250
91318,25.3,10.3,51.3,1210,1230
92508,25.3,10.3,51.3,1210,1190
93658,25.3,10.3,51.3,1190,1150
94788,25.3,10.3,51.3,1190,1130
95878,25.3,10.3,51.3,1150,1090
97018,25.3,10.3,51.3,1140,1140
98148,25.3,10.3,51.3,1130,1130
99248,25.3,10.3,51.3,1130,1100
100348,25.3,10.3,51.3,1100,1100
101498,25.3,10.3,51.3,1130,1150
102618,25.3,10.3,51.3,1120,1120
103758,25.3,10.3,51.3,1120,1140
104928,25.3,10.3,51.3,1140,1170
106068,25.3,10.3,51.3,1140,1140
107238,25.3,10.3,51.3,1140,1170
108438,25.3,10.3,51.3,1170,1200
109648,25.3,10.3,51.3,1170,1210
110848,25.3,10.3,51.3,1200,1200
112018,25.3,10.3,51.3,1200,1170
