state_time,t_rise,t_fall,t_peak,est_stride_dur,actual_stride_dur
53892,25.3,10.3,51.3,866.0,866
54440,25.3,10.3,51.3,707.0,548
54888,25.3,10.3,51.3,620.6666666666666,448
55536,25.3,10.3,51.3,548.0,648
55896,25.3,10.3,51.3,548.0,360
56244,25.3,10.3,51.3,548.0,348
56524,25.3,10.3,51.3,548.0,280
57128,25.3,10.3,51.3,566.6666666666666,604
57708,25.3,10.3,51.3,610.6666666666666,580
58424,25.3,10.3,51.3,633.3333333333334,716
58828,25.3,10.3,51.3,566.6666666666666,404
60320,25.3,10.3,51.3,566.6666666666666,1492
60976,25.3,10.3,51.3,592.0,656
61356,25.3,10.3,51.3,592.0,380
61540,25.3,10.3,51.3,592.0,184
63244,25.3,10.3,51.3,592.0,1704
