state_time,t_peak,t_rise,t_fall,est_stride_dur,actual_stride_dur
100561,51.3,25.299999999999997,10.300000000000004,-1,100562
101921,51.3,25.299999999999997,10.300000000000004,1360,1360
103111,51.3,25.299999999999997,10.300000000000004,1360,1190
104311,51.3,25.299999999999997,10.300000000000004,1200,1200
105501,51.3,25.299999999999997,10.300000000000004,1200,1190
106681,51.3,25.299999999999997,10.300000000000004,1190,1180
107851,51.3,25.299999999999997,10.300000000000004,1190,1170
109001,51.3,25.299999999999997,10.300000000000004,1180,1150
110171,51.3,25.299999999999997,10.300000000000004,1170,1170
111351,51.3,25.299999999999997,10.300000000000004,1170,1180
112521,51.3,25.299999999999997,10.300000000000004,1170,1170
113681,51.3,25.299999999999997,10.300000000000004,1170,1160
114851,51.3,25.299999999999997,10.300000000000004,1170,1170
116001,51.3,25.299999999999997,10.300000000000004,1170,1150
117111,51.3,25.299999999999997,10.300000000000004,1160,1110
118261,51.3,25.299999999999997,10.300000000000004,1150,1150
119381,51.3,25.299999999999997,10.300000000000004,1150,1120
120531,51.3,25.299999999999997,10.300000000000004,1150,1150
121651,51.3,25.299999999999997,10.300000000000004,1120,1120
122781,51.3,25.299999999999997,10.300000000000004,1130,1130
123931,51.3,25.299999999999997,10.300000000000004,1130,1150
125051,51.3,25.299999999999997,10.300000000000004,1130,1120
126171,51.3,25.299999999999997,10.300000000000004,1120,1120
127301,51.3,25.299999999999997,10.300000000000004,1130,1130
128431,51.3,25.299999999999997,10.300000000000004,1130,1130
129531,51.3,25.299999999999997,10.300000000000004,1120,1100
130651,51.3,25.299999999999997,10.300000000000004,1120,1120
131771,51.3,25.299999999999997,10.300000000000004,1120,1120
132911,51.3,25.299999999999997,10.300000000000004,1120,1140
134011,51.3,25.299999999999997,10.300000000000004,1120,1100
135131,51.3,25.299999999999997,10.300000000000004,1120,1120
136241,51.3,25.299999999999997,10.300000000000004,1120,1110
137371,51.3,25.299999999999997,10.300000000000004,1120,1130
138481,51.3,25.299999999999997,10.300000000000004,1110,1110
139601,51.3,25.299999999999997,10.300000000000004,1120,1120
140691,51.3,25.299999999999997,10.300000000000004,1110,1090
141821,51.3,25.299999999999997,10.300000000000004,1120,1130
142921,51.3,25.299999999999997,10.300000000000004,1110,1100
144071,51.3,25.299999999999997,10.300000000000004,1120,1150
145351,51.3,25.299999999999997,10.300000000000004,1130,1280
146841,51.3,25.299999999999997,10.300000000000004,1130,1490
