state_time,t_peak,peak_tn,experiment_type,trial_phase,stride_in_condition,est_stride_dur,actual_stride_dur
408315,51.3,0.225,max,B,0,1130,1030
409445,51.3,0.225,max,B,0,1130,1130
410545,51.3,0.225,max,B,0,1100,1100
411675,51.3,0.225,max,B,0,1130,1130
412895,51.3,0.225,max,B,0,1130,1220
413975,51.3,0.225,max,B,0,1130,1080
415165,51.3,0.225,max,B,0,1130,1190
423655,51.3,0.225,max,A,0,1120,1190
424185,51.3,0.225,max,A,0,1120,1060
425305,51.3,0.225,max,A,0,1120,1120
426455,51.3,0.225,max,A,0,1120,1150
427565,51.3,0.225,max,A,0,1120,1110
428685,51.3,0.225,max,A,0,1120,1120
429815,49.3,0.225,max,B,0,1120,1130
430935,49.3,0.225,max,B,0,1120,1120
432065,49.3,0.225,max,B,0,1120,1130
433175,49.3,0.225,max,B,0,1120,1110
434305,49.3,0.225,max,B,0,1130,1130
435455,51.3,0.225,max,B,0,1130,1150
436595,51.3,0.225,max,B,0,1130,1140
445075,51.3,0.225,max,A,0,1110,1110
445625,48.3,0.225,max,A,0,1110,1140
446825,48.3,0.225,max,A,0,1140,1200
448015,48.3,0.225,max,A,0,1150,1190
449065,48.3,0.225,max,A,0,1140,1050
450205,48.3,0.225,max,A,0,1140,1140
451435,51.3,0.225,max,B,0,1190,1230
452505,51.3,0.225,max,B,0,1140,1070
453665,51.3,0.225,max,B,0,1140,1160
454775,51.3,0.225,max,B,0,1140,1110
455995,51.3,0.225,max,B,0,1160,1220
457045,51.3,0.225,max,B,0,1110,1050
458215,51.3,0.225,max,B,0,1160,1170
459365,51.3,0.225,max,B,0,1150,1150
469165,51.3,0.225,max,A,0,1150,1160
469695,47.3,0.225,max,A,0,1150,1130
470835,47.3,0.225,max,A,0,1140,1140
471995,47.3,0.225,max,A,0,1150,1160
473195,47.3,0.225,max,A,0,1160,1200
474245,47.3,0.225,max,A,0,1140,1050
475405,51.3,0.225,max,B,0,1160,1160
476645,51.3,0.225,max,B,0,1160,1240
477715,51.3,0.225,max,B,0,1160,1070
478855,51.3,0.225,max,B,0,1140,1140
480035,51.3,0.225,max,B,0,1160,1180
481185,51.3,0.225,max,B,0,1150,1150
489875,51.3,0.225,max,A,0,1180,1180
490435,48.3,0.225,max,A,0,1150,1140
491595,48.3,0.225,max,A,0,1150,1160
492785,48.3,0.225,max,A,0,1160,1190
493925,48.3,0.225,max,A,0,1160,1140
495185,48.3,0.225,max,A,0,1160,1260
496265,51.3,0.225,max,B,0,1160,1080
497425,51.3,0.225,max,B,0,1160,1160
498585,51.3,0.225,max,B,0,1160,1160
499735,51.3,0.225,max,B,0,1160,1150
500885,51.3,0.225,max,B,0,1150,1150
502025,51.3,0.225,max,B,0,1150,1140
503165,51.3,0.225,max,B,0,1150,1140
512805,51.3,0.225,max,A,0,1120,1110
513335,47.3,0.225,max,A,0,1120,1030
514535,47.3,0.225,max,A,0,1120,1200
515665,47.3,0.225,max,A,0,1120,1130
516715,47.3,0.225,max,A,0,1110,1050
517895,47.3,0.225,max,A,0,1130,1180
518955,51.3,0.225,max,B,0,1130,1060
520135,51.3,0.225,max,B,0,1130,1180
521205,51.3,0.225,max,B,0,1070,1070
522385,51.3,0.225,max,B,0,1180,1180
523515,51.3,0.225,max,B,0,1130,1130
524565,51.3,0.225,max,B,0,1130,1050
525705,51.3,0.225,max,B,0,1130,1140
535455,51.3,0.225,max,A,0,1150,1150
536015,51.3,0.225,max,A,0,1150,1150
537155,51.3,0.225,max,A,0,1150,1140
538275,51.3,0.225,max,A,0,1150,1120
539405,51.3,0.225,max,A,0,1140,1130
540645,51.3,0.225,max,A,0,1140,1240
541705,51.3,0.225,max,B,0,1130,1060
542915,51.3,0.225,max,B,0,1130,1210
543995,51.3,0.225,max,B,0,1130,1080
545115,51.3,0.225,max,B,0,1120,1120
546255,51.3,0.225,max,B,0,1120,1140
547385,51.3,0.225,max,B,0,1130,1130
548535,51.3,0.225,max,B,0,1130,1150
558255,51.3,0.225,max,A,0,1140,1140
558805,51.3,0.225,max,A,0,1140,1140
559955,51.3,0.225,max,A,0,1140,1150
561115,51.3,0.225,max,A,0,1140,1160
562225,51.3,0.225,max,A,0,1140,1110
563385,51.3,0.225,max,A,0,1150,1160
564565,46.3,0.225,max,B,0,1160,1180
565655,46.3,0.225,max,B,0,1160,1090
566785,46.3,0.225,max,B,0,1130,1130
567935,46.3,0.225,max,B,0,1150,1150
569065,46.3,0.225,max,B,0,1130,1130
570225,51.3,0.225,max,B,0,1130,1160
571365,51.3,0.225,max,B,0,1140,1140
580015,51.3,0.225,max,A,0,1150,1150
580585,51.3,0.225,max,A,0,1150,1170
581745,51.3,0.225,max,A,0,1150,1160
582915,51.3,0.225,max,A,0,1160,1170
584065,51.3,0.225,max,A,0,1160,1150
585205,51.3,0.225,max,A,0,1160,1140
586345,47.3,0.225,max,B,0,1150,1140
587505,47.3,0.225,max,B,0,1150,1160
588625,47.3,0.225,max,B,0,1140,1120
589765,47.3,0.225,max,B,0,1140,1140
590905,47.3,0.225,max,B,0,1140,1140
592055,51.3,0.225,max,B,0,1140,1150
600495,51.3,0.225,max,A,0,1120,1120
601015,51.3,0.225,max,A,0,1120,1090
602125,51.3,0.225,max,A,0,1110,1110
603255,51.3,0.225,max,A,0,1110,1130
604395,51.3,0.225,max,A,0,1120,1140
605535,51.3,0.225,max,A,0,1130,1140
606655,51.3,0.225,max,B,0,1130,1120
607795,51.3,0.225,max,B,0,1140,1140
608945,51.3,0.225,max,B,0,1140,1150
610065,51.3,0.225,max,B,0,1140,1120
611205,51.3,0.225,max,B,0,1140,1140
612355,51.3,0.225,max,B,0,1140,1150
613495,51.3,0.225,max,B,0,1140,1140
622075,51.3,0.225,max,A,0,1150,1170
622645,51.3,0.225,max,A,0,1130,1130
623885,51.3,0.225,max,A,0,1170,1240
624935,51.3,0.225,max,A,0,1130,1050
626165,51.3,0.225,max,A,0,1170,1230
627245,51.3,0.225,max,A,0,1130,1080
628385,46.3,0.225,max,B,0,1140,1140
629535,46.3,0.225,max,B,0,1140,1150
630685,46.3,0.225,max,B,0,1150,1150
