state_time,t_rise,t_fall,t_peak,est_stride_dur,actual_stride_dur
145786,25.3,10.3,51.3,-1,145787
146836,25.3,10.3,51.3,1050,1050
147826,25.3,10.3,51.3,1050,990
148816,25.3,10.3,51.3,990,990
149816,25.3,10.3,51.3,1000,1000
150786,25.3,10.3,51.3,990,970
151776,25.3,10.3,51.3,990,990
152776,25.3,10.3,51.3,990,1000
153706,25.3,10.3,51.3,990,930
154706,25.3,10.3,51.3,990,1000
155656,25.3,10.3,51.3,990,950
156636,25.3,10.3,51.3,980,980
157626,25.3,10.3,51.3,980,990
158606,25.3,10.3,51.3,980,980
159576,25.3,10.3,51.3,980,970
160576,25.3,10.3,51.3,980,1000
161556,25.3,10.3,51.3,980,980
162506,25.3,10.3,51.3,980,950
163476,25.3,10.3,51.3,970,970
164446,25.3,10.3,51.3,970,970
165426,25.3,10.3,51.3,970,980
166406,25.3,10.3,51.3,970,980
167396,25.3,10.3,51.3,980,990
168346,25.3,10.3,51.3,980,950
169326,25.3,10.3,51.3,980,980
170306,25.3,10.3,51.3,980,980
171286,25.3,10.3,51.3,980,980
172286,25.3,10.3,51.3,980,1000
173286,25.3,10.3,51.3,980,1000
174256,25.3,10.3,51.3,980,970
175246,25.3,10.3,51.3,990,990
176246,25.3,10.3,51.3,1000,1000
177236,25.3,10.3,51.3,990,990
178216,25.3,10.3,51.3,990,980
179176,25.3,10.3,51.3,990,960
180156,25.3,10.3,51.3,980,980
181126,25.3,10.3,51.3,980,970
182116,25.3,10.3,51.3,980,990
