state_time,t_rise,t_fall,t_peak,est_stride_dur,actual_stride_dur
51689,25.3,10.3,51.3,-1,51690
52949,25.3,10.3,51.3,1260,1260
54069,25.3,10.3,51.3,1260,1120
56669,25.3,10.3,51.3,1260,2600
59149,25.3,10.3,51.3,1260,2480
60359,25.3,10.3,51.3,1210,1210
62729,25.3,10.3,51.3,1210,2370
64069,25.3,10.3,51.3,1340,1340
66569,25.3,10.3,51.3,1340,2500
69099,25.3,10.3,51.3,1340,2530
71619,25.3,10.3,51.3,1340,2520
74039,25.3,10.3,51.3,1340,2420
76539,25.3,10.3,51.3,1340,2500
77769,25.3,10.3,51.3,1230,1230
79089,25.3,10.3,51.3,1320,1320
80329,25.3,10.3,51.3,1240,1240
81609,25.3,10.3,51.3,1280,1280
82689,25.3,10.3,51.3,1240,1080
83899,25.3,10.3,51.3,1210,1210
85139,25.3,10.3,51.3,1210,1240
86349,25.3,10.3,51.3,1210,1210
87589,25.3,10.3,51.3,1240,1240
88789,25.3,10.3,51.3,1210,1200
90039,25.3,10.3,51.3,1240,1250
91289,25.3,10.3,51.3,1250,1250
92489,25.3,10.3,51.3,1250,1200
93759,25.3,10.3,51.3,1250,1270
95099,25.3,10.3,51.3,1270,1340
96309,25.3,10.3,51.3,1270,1210
97439,25.3,10.3,51.3,1210,1130
98689,25.3,10.3,51.3,1210,1250
100009,25.3,10.3,51.3,1250,1320
102389,25.3,10.3,51.3,1250,2380
103599,25.3,10.3,51.3,1250,1210
104829,25.3,10.3,51.3,1230,1230
106049,25.3,10.3,51.3,1220,1220
107289,25.3,10.3,51.3,1230,1240
108549,25.3,10.3,51.3,1240,1260
109799,25.3,10.3,51.3,1250,1250
110999,25.3,10.3,51.3,1250,1200
112299,25.3,10.3,51.3,1250,1300
113589,25.3,10.3,51.3,1290,1290
114829,25.3,10.3,51.3,1290,1240
116149,25.3,10.3,51.3,1290,1320
117389,25.3,10.3,51.3,1240,1240
118709,25.3,10.3,51.3,1320,1320
121269,25.3,10.3,51.3,1320,2560
123819,25.3,10.3,51.3,1320,2550
125049,25.3,10.3,51.3,1240,1230
126349,25.3,10.3,51.3,1300,1300
128839,25.3,10.3,51.3,1300,2490
130109,25.3,10.3,51.3,1270,1270
131359,25.3,10.3,51.3,1270,1250
132829,25.3,10.3,51.3,1270,1470
133979,25.3,10.3,51.3,1250,1150
135249,25.3,10.3,51.3,1270,1270
