state_time,t_rise,t_fall,t_peak,est_stride_dur,actual_stride_dur
100152,25.3,10.3,51.3,-1,100153
101152,25.3,10.3,51.3,1000,1000
102182,25.3,10.3,51.3,1030,1030
103192,25.3,10.3,51.3,1010,1010
104152,25.3,10.3,51.3,1010,960
105152,25.3,10.3,51.3,1000,1000
106252,25.3,10.3,51.3,1010,1100
107292,25.3,10.3,51.3,1010,1040
108282,25.3,10.3,51.3,1000,990
109272,25.3,10.3,51.3,1000,990
110282,25.3,10.3,51.3,1010,1010
111282,25.3,10.3,51.3,1000,1000
112272,25.3,10.3,51.3,990,990
113272,25.3,10.3,51.3,1000,1000
114282,25.3,10.3,51.3,1000,1010
115322,25.3,10.3,51.3,1000,1040
116322,25.3,10.3,51.3,1000,1000
117312,25.3,10.3,51.3,1000,990
118262,25.3,10.3,51.3,1000,950
119232,25.3,10.3,51.3,990,970
120212,25.3,10.3,51.3,980,980
121192,25.3,10.3,51.3,980,980
122182,25.3,10.3,51.3,980,990
123242,25.3,10.3,51.3,980,1060
124252,25.3,10.3,51.3,990,1010
125252,25.3,10.3,51.3,1000,1000
126212,25.3,10.3,51.3,1000,960
127272,25.3,10.3,51.3,1010,1060
128292,25.3,10.3,51.3,1010,1020
129262,25.3,10.3,51.3,1000,970
130252,25.3,10.3,51.3,990,990
131252,25.3,10.3,51.3,1000,1000
132242,25.3,10.3,51.3,990,990
133252,25.3,10.3,51.3,990,1010
134262,25.3,10.3,51.3,1000,1010
135272,25.3,10.3,51.3,1010,1010
136212,25.3,10.3,51.3,1010,940
137212,25.3,10.3,51.3,1010,1000
138272,25.3,10.3,51.3,1010,1060
139302,25.3,10.3,51.3,1010,1030
140282,25.3,10.3,51.3,1000,980
141292,25.3,10.3,51.3,1010,1010
142292,25.3,10.3,51.3,1010,1000
143272,25.3,10.3,51.3,1000,980
144242,25.3,10.3,51.3,980,970
145262,25.3,10.3,51.3,1000,1020
146272,25.3,10.3,51.3,1000,1010
147242,25.3,10.3,51.3,980,970
148242,25.3,10.3,51.3,1000,1000
149302,25.3,10.3,51.3,1010,1060
150302,25.3,10.3,51.3,1000,1000
151292,25.3,10.3,51.3,1000,990
152292,25.3,10.3,51.3,1000,1000
153302,25.3,10.3,51.3,1000,1010
154322,25.3,10.3,51.3,1000,1020
155272,25.3,10.3,51.3,1000,950
