state_time,t_rise,t_fall,t_peak,est_stride_dur,actual_stride_dur
38218,25.3,10.3,51.3,-1.0,38219
39368,25.3,10.3,51.3,1150.0,1150
40708,25.3,10.3,51.3,1245.0,1340
41798,25.3,10.3,51.3,1193.3333333333333,1090
42968,25.3,10.3,51.3,1200.0,1170
43608,25.3,10.3,51.3,966.6666666666666,640
44738,25.3,10.3,51.3,980.0,1130
46428,25.3,10.3,51.3,1153.3333333333333,1690
47108,25.3,10.3,51.3,1166.6666666666667,680
48288,25.3,10.3,51.3,1183.3333333333333,1180
49478,25.3,10.3,51.3,1016.6666666666666,1190
50658,25.3,10.3,51.3,1183.3333333333333,1180
51848,25.3,10.3,51.3,1186.6666666666667,1190
53048,25.3,10.3,51.3,1190.0,1200
54138,25.3,10.3,51.3,1160.0,1090
55468,25.3,10.3,51.3,1206.6666666666667,1330
