state_time,t_peak,peak_tn,experiment_type,trial_phase,stride_in_condition,est_stride_dur,actual_stride_dur
552910,51.3,0.225,max,B,4,970,970
553890,51.3,0.225,max,B,5,970,980
564610,48.3,0.225,max,A,1,980,980
565560,48.3,0.225,max,A,1,970,960
566550,48.3,0.225,max,A,2,980,990
567520,48.3,0.225,max,A,3,970,970
568490,48.3,0.225,max,A,4,970,970
569480,51.3,0.225,max,B,1,970,990
570450,51.3,0.225,max,B,2,970,970
571420,51.3,0.225,max,B,3,970,970
572400,51.3,0.225,max,B,4,970,980
573370,51.3,0.225,max,B,5,970,970
584040,47.3,0.225,max,A,1,970,970
585000,47.3,0.225,max,A,1,970,970
585970,47.3,0.225,max,A,2,970,970
586930,47.3,0.225,max,A,3,970,960
587900,47.3,0.225,max,A,4,970,970
588860,51.3,0.225,max,B,1,970,960
589840,51.3,0.225,max,B,2,970,980
590800,51.3,0.225,max,B,3,960,960
591770,51.3,0.225,max,B,4,970,970
592730,51.3,0.225,max,B,5,960,960
603430,51.3,0.225,max,A,1,980,990
604400,51.3,0.225,max,A,1,980,980
605380,51.3,0.225,max,A,2,980,980
606370,51.3,0.225,max,A,3,980,990
607360,51.3,0.225,max,A,4,990,990
608350,51.3,0.225,max,B,1,990,990
609320,51.3,0.225,max,B,2,990,970
610310,51.3,0.225,max,B,3,990,990
611280,51.3,0.225,max,B,4,990,970
612270,51.3,0.225,max,B,5,990,990
625060,46.3,0.225,max,A,1,980,960
626030,46.3,0.225,max,A,1,980,980
627010,46.3,0.225,max,A,2,980,980
627980,46.3,0.225,max,A,3,970,970
628940,46.3,0.225,max,A,4,970,960
629900,51.3,0.225,max,B,1,970,960
630870,51.3,0.225,max,B,2,970,970
631840,51.3,0.225,max,B,3,970,970
632810,51.3,0.225,max,B,4,970,970
633780,51.3,0.225,max,B,5,970,970
644510,51.3,0.225,max,A,1,980,980
645460,51.3,0.225,max,A,1,970,960
646450,51.3,0.225,max,A,2,980,990
647420,51.3,0.225,max,A,3,980,970
648400,51.3,0.225,max,A,4,980,980
649380,51.3,0.225,max,B,1,980,980
650380,51.3,0.225,max,B,2,980,1000
651340,51.3,0.225,max,B,3,980,960
652320,51.3,0.225,max,B,4,980,980
653310,51.3,0.225,max,B,5,980,990
664150,51.3,0.225,max,A,1,990,970
665110,51.3,0.225,max,A,1,980,970
666100,51.3,0.225,max,A,2,980,990
667120,51.3,0.225,max,A,3,990,1020
668100,51.3,0.225,max,A,4,980,980
669090,47.3,0.225,max,B,1,990,990
670080,47.3,0.225,max,B,2,990,990
671080,47.3,0.225,max,B,3,990,1000
672070,47.3,0.225,max,B,4,990,990
673050,47.3,0.225,max,B,5,990,980
683830,48.3,0.225,max,A,1,980,1000
684800,48.3,0.225,max,A,1,980,980
685800,48.3,0.225,max,A,2,990,1000
686760,48.3,0.225,max,A,3,990,960
687740,48.3,0.225,max,A,4,980,980
688730,51.3,0.225,max,B,1,980,990
689720,51.3,0.225,max,B,2,990,990
690710,51.3,0.225,max,B,3,990,990
691700,51.3,0.225,max,B,4,990,990
692680,51.3,0.225,max,B,5,990,980
703450,47.3,0.225,max,A,1,980,990
704410,47.3,0.225,max,A,1,980,970
705400,47.3,0.225,max,A,2,990,990
706380,47.3,0.225,max,A,3,990,980
707360,47.3,0.225,max,A,4,980,980
708340,51.3,0.225,max,B,1,980,980
709330,51.3,0.225,max,B,2,980,990
710300,51.3,0.225,max,B,3,980,970
711290,51.3,0.225,max,B,4,980,990
712270,51.3,0.225,max,B,5,980,980
723100,51.3,0.225,max,A,1,980,980
724090,51.3,0.225,max,A,1,1000,1000
725060,51.3,0.225,max,A,2,1000,970
726050,51.3,0.225,max,A,3,990,990
727040,51.3,0.225,max,A,4,990,990
728040,51.3,0.225,max,B,1,990,1000
729020,51.3,0.225,max,B,2,990,980
730010,51.3,0.225,max,B,3,990,990
731010,51.3,0.225,max,B,4,990,1000
732000,51.3,0.225,max,B,5,990,990
742890,51.3,0.225,max,A,1,990,990
743880,51.3,0.225,max,A,1,990,1000
744860,51.3,0.225,max,A,2,990,980
745850,51.3,0.225,max,A,3,990,990
746840,51.3,0.225,max,A,4,990,990
747830,51.3,0.225,max,B,1,990,990
748810,51.3,0.225,max,B,2,990,980
749800,51.3,0.225,max,B,3,990,990
750800,51.3,0.225,max,B,4,990,1000
751780,51.3,0.225,max,B,5,990,980
762650,48.3,0.225,max,A,1,990,980
763640,48.3,0.225,max,A,1,1000,1000
764610,48.3,0.225,max,A,2,990,970
765620,48.3,0.225,max,A,3,990,1010
766630,48.3,0.225,max,A,4,1000,1010
767610,51.3,0.225,max,B,1,1000,980
768590,51.3,0.225,max,B,2,980,980
769590,51.3,0.225,max,B,3,1000,1000
770580,51.3,0.225,max,B,4,990,990
771560,51.3,0.225,max,B,5,980,980
782440,51.3,0.225,max,A,1,990,990
783410,51.3,0.225,max,A,1,990,980
784400,51.3,0.225,max,A,2,990,990
785410,51.3,0.225,max,A,3,990,1010
786370,51.3,0.225,max,A,4,990,960
