state_time,t_rise,t_fall,t_peak,est_stride_dur,actual_stride_dur
66244,25.3,10.3,51.3,-1,66245
67364,25.3,10.3,51.3,1120,1120
68624,25.3,10.3,51.3,1260,1260
69624,25.3,10.3,51.3,1120,1000
70744,25.3,10.3,51.3,1120,1120
71854,25.3,10.3,51.3,1120,1110
72964,25.3,10.3,51.3,1110,1110
74084,25.3,10.3,51.3,1110,1120
75214,25.3,10.3,51.3,1120,1130
76304,25.3,10.3,51.3,1110,1090
77504,25.3,10.3,51.3,1120,1200
78644,25.3,10.3,51.3,1130,1140
79644,25.3,10.3,51.3,1130,1000
80754,25.3,10.3,51.3,1110,1110
81864,25.3,10.3,51.3,1110,1110
83004,25.3,10.3,51.3,1110,1140
84194,25.3,10.3,51.3,1110,1190
85344,25.3,10.3,51.3,1140,1150
86334,25.3,10.3,51.3,1140,990
87474,25.3,10.3,51.3,1140,1140
88574,25.3,10.3,51.3,1140,1100
89784,25.3,10.3,51.3,1140,1210
90904,25.3,10.3,51.3,1120,1120
91994,25.3,10.3,51.3,1120,1090
93134,25.3,10.3,51.3,1120,1140
94234,25.3,10.3,51.3,1120,1100
95324,25.3,10.3,51.3,1100,1090
96394,25.3,10.3,51.3,1090,1070
97454,25.3,10.3,51.3,1090,1060
98554,25.3,10.3,51.3,1090,1100
99644,25.3,10.3,51.3,1090,1090
100734,25.3,10.3,51.3,1090,1090
101844,25.3,10.3,51.3,1090,1110
103014,25.3,10.3,51.3,1100,1170
104104,25.3,10.3,51.3,1090,1090
105094,25.3,10.3,51.3,1090,990
106184,25.3,10.3,51.3,1090,1090
107264,25.3,10.3,51.3,1090,1080
108354,25.3,10.3,51.3,1090,1090
109454,25.3,10.3,51.3,1090,1100
