state_time,t_peak,t_rise,t_fall,est_stride_dur,actual_stride_dur
209833,51.3,25.299999999999997,10.300000000000004,-1,209834
211113,51.3,25.299999999999997,10.300000000000004,1280,1280
212163,51.3,25.299999999999997,10.300000000000004,1280,1050
213193,51.3,25.299999999999997,10.300000000000004,1050,1030
214193,51.3,25.299999999999997,10.300000000000004,1050,1000
215203,51.3,25.299999999999997,10.300000000000004,1030,1010
216203,51.3,25.299999999999997,10.300000000000004,1010,1000
217193,51.3,25.299999999999997,10.300000000000004,1000,990
218193,51.3,25.299999999999997,10.300000000000004,1000,1000
219193,51.3,25.299999999999997,10.300000000000004,1000,1000
220193,51.3,25.299999999999997,10.300000000000004,1000,1000
221183,51.3,25.299999999999997,10.300000000000004,1000,990
222163,51.3,25.299999999999997,10.300000000000004,1000,980
223153,51.3,25.299999999999997,10.300000000000004,990,990
224163,51.3,25.299999999999997,10.300000000000004,990,1010
225153,51.3,25.299999999999997,10.300000000000004,990,990
226123,51.3,25.299999999999997,10.300000000000004,990,970
227103,51.3,25.299999999999997,10.300000000000004,990,980
228093,51.3,25.299999999999997,10.300000000000004,990,990
229083,51.3,25.299999999999997,10.300000000000004,990,990
230073,52.3,26.299999999999997,9.300000000000004,990,990
231053,52.3,26.299999999999997,9.300000000000004,990,980
232033,52.3,26.299999999999997,9.300000000000004,990,980
233013,52.3,26.299999999999997,9.300000000000004,980,980
234013,52.3,26.299999999999997,9.300000000000004,980,1000
234983,52.3,26.299999999999997,9.300000000000004,980,970
235973,52.3,26.299999999999997,9.300000000000004,980,990
236963,52.3,26.299999999999997,9.300000000000004,990,990
237933,52.3,26.299999999999997,9.300000000000004,990,970
238933,52.3,26.299999999999997,9.300000000000004,990,1000
239913,52.3,26.299999999999997,9.300000000000004,990,980
240903,52.3,26.299999999999997,9.300000000000004,990,990
241873,52.3,26.299999999999997,9.300000000000004,980,970
242853,52.3,26.299999999999997,9.300000000000004,980,980
243833,52.3,26.299999999999997,9.300000000000004,980,980
244803,52.3,26.299999999999997,9.300000000000004,980,970
245773,53.3,27.299999999999997,8.300000000000004,970,970
246733,53.3,27.299999999999997,8.300000000000004,970,960
247713,53.3,27.299999999999997,8.300000000000004,970,980
248693,53.3,27.299999999999997,8.300000000000004,970,980
249673,53.3,27.299999999999997,8.300000000000004,980,980
250663,53.3,27.299999999999997,8.300000000000004,980,990
251643,53.3,27.299999999999997,8.300000000000004,980,980
252633,53.3,27.299999999999997,8.300000000000004,980,990
253593,54.3,28.299999999999997,7.300000000000004,980,960
254553,54.3,28.299999999999997,7.300000000000004,980,960
255523,54.3,28.299999999999997,7.300000000000004,970,970
256493,54.3,28.299999999999997,7.300000000000004,970,970
257483,54.3,28.299999999999997,7.300000000000004,970,990
258453,54.3,28.299999999999997,7.300000000000004,970,970
259443,54.3,28.299999999999997,7.300000000000004,970,990
260403,54.3,28.299999999999997,7.300000000000004,970,960
261393,54.3,28.299999999999997,7.300000000000004,990,990
262373,54.3,28.299999999999997,7.300000000000004,980,980
263353,54.3,28.299999999999997,7.300000000000004,980,980
264313,55.3,29.299999999999997,6.300000000000004,980,960
265293,55.3,29.299999999999997,6.300000000000004,980,980
266273,55.3,29.299999999999997,6.300000000000004,980,980
267253,55.3,29.299999999999997,6.300000000000004,980,980
268233,55.3,29.299999999999997,6.300000000000004,980,980
269293,55.3,29.299999999999997,6.300000000000004,980,1060
270203,55.3,29.299999999999997,6.300000000000004,980,910
271183,55.3,29.299999999999997,6.300000000000004,980,980
272173,55.3,29.299999999999997,6.300000000000004,980,990
273143,55.3,29.299999999999997,6.300000000000004,980,970
274103,55.3,29.299999999999997,6.300000000000004,970,960
275083,55.3,29.299999999999997,6.300000000000004,980,980
276063,55.3,29.299999999999997,6.300000000000004,980,980
277033,55.3,29.299999999999997,6.300000000000004,970,970
278033,55.3,29.299999999999997,6.300000000000004,980,1000
279013,55.3,29.299999999999997,6.300000000000004,980,980
279993,55.3,29.299999999999997,6.300000000000004,980,980
280963,55.3,29.299999999999997,6.300000000000004,980,970
281953,55.3,29.299999999999997,6.300000000000004,980,990
282933,55.3,29.299999999999997,6.300000000000004,980,980
283893,56.3,30.299999999999997,5.300000000000004,980,960
284873,56.3,30.299999999999997,5.300000000000004,980,980
