state_time,t_peak,t_rise,t_fall,est_stride_dur,actual_stride_dur
285863,56.3,30.299999999999997,5.300000000000004,980,990
286843,56.3,30.299999999999997,5.300000000000004,980,980
287813,56.3,30.299999999999997,5.300000000000004,980,970
288813,56.3,30.299999999999997,5.300000000000004,980,1000
289813,56.3,30.299999999999997,5.300000000000004,990,1000
290793,56.3,30.299999999999997,5.300000000000004,980,980
291773,56.3,30.299999999999997,5.300000000000004,980,980
292753,56.3,30.299999999999997,5.300000000000004,980,980
293753,56.3,30.299999999999997,5.300000000000004,980,1000
294733,56.3,30.299999999999997,5.300000000000004,980,980
295733,56.3,30.299999999999997,5.300000000000004,980,1000
296713,56.3,30.299999999999997,5.300000000000004,980,980
297713,56.3,30.299999999999997,5.300000000000004,1000,1000
298733,56.3,30.299999999999997,5.300000000000004,1000,1020
299723,56.3,30.299999999999997,5.300000000000004,1000,990
300723,56.3,30.299999999999997,5.300000000000004,1000,1000
301703,56.3,30.299999999999997,5.300000000000004,1000,980
302703,56.3,30.299999999999997,5.300000000000004,1000,1000
303693,56.3,30.299999999999997,5.300000000000004,990,990
304693,56.3,30.299999999999997,5.300000000000004,1000,1000
305693,56.3,30.299999999999997,5.300000000000004,1000,1000
306703,56.3,30.299999999999997,5.300000000000004,1000,1010
307703,56.3,30.299999999999997,5.300000000000004,1000,1000
308683,56.3,30.299999999999997,5.300000000000004,1000,980
