state_time,t_peak,peak_tn,experiment_type,trial_phase,stride_in_condition,est_stride_dur,actual_stride_dur
312618,51.3,0.225,max,A,0,1200,1190
313808,51.3,0.225,max,A,0,1190,1190
315028,51.3,0.225,max,A,0,1190,1220
316238,54.3,0.225,max,B,0,1200,1210
317438,54.3,0.225,max,B,0,1200,1200
318638,54.3,0.225,max,B,0,1200,1200
319848,54.3,0.225,max,B,0,1210,1210
321068,54.3,0.225,max,B,0,1210,1220
322268,51.3,0.225,max,B,0,1200,1200
323488,51.3,0.225,max,B,0,1210,1220
324688,51.3,0.225,max,B,0,1210,1200
333718,51.3,0.225,max,A,0,1200,1200
334308,55.3,0.225,max,A,0,1200,1200
335498,55.3,0.225,max,A,0,1200,1190
336688,55.3,0.225,max,A,0,1200,1190
337868,55.3,0.225,max,A,0,1190,1180
339068,55.3,0.225,max,A,0,1190,1200
340248,51.3,0.225,max,B,0,1190,1180
341458,51.3,0.225,max,B,0,1190,1210
342668,51.3,0.225,max,B,0,1200,1210
343878,51.3,0.225,max,B,0,1210,1210
345078,51.3,0.225,max,B,0,1210,1200
346278,51.3,0.225,max,B,0,1210,1200
347488,51.3,0.225,max,B,0,1210,1210
348688,51.3,0.225,max,B,0,1200,1200
357668,51.3,0.225,max,A,0,1200,1200
358258,51.3,0.225,max,A,0,1200,1200
359448,51.3,0.225,max,A,0,1200,1190
360638,51.3,0.225,max,A,0,1190,1190
361828,51.3,0.225,max,A,0,1190,1190
363058,51.3,0.225,max,A,0,1190,1230
364248,51.3,0.225,max,B,0,1190,1190
365448,51.3,0.225,max,B,0,1190,1200
366648,51.3,0.225,max,B,0,1200,1200
367858,51.3,0.225,max,B,0,1200,1210
369048,51.3,0.225,max,B,0,1200,1190
370258,51.3,0.225,max,B,0,1200,1210
371448,51.3,0.225,max,B,0,1200,1190
372658,51.3,0.225,max,B,0,1210,1210
381668,51.3,0.225,max,A,0,1190,1190
382248,51.3,0.225,max,A,0,1190,1210
383468,51.3,0.225,max,A,0,1190,1220
384638,51.3,0.225,max,A,0,1190,1170
385858,51.3,0.225,max,A,0,1210,1220
387078,51.3,0.225,max,A,0,1220,1220
388288,51.3,0.225,max,B,0,1220,1210
389488,51.3,0.225,max,B,0,1210,1200
390698,51.3,0.225,max,B,0,1210,1210
391898,51.3,0.225,max,B,0,1210,1200
393108,51.3,0.225,max,B,0,1210,1210
394328,51.3,0.225,max,B,0,1210,1220
395528,51.3,0.225,max,B,0,1210,1200
396728,51.3,0.225,max,B,0,1200,1200
405778,51.3,0.225,max,A,0,1200,1200
406378,51.3,0.225,max,A,0,1200,1200
407578,51.3,0.225,max,A,0,1200,1200
408778,51.3,0.225,max,A,0,1200,1200
409988,51.3,0.225,max,A,0,1200,1210
411188,51.3,0.225,max,A,0,1200,1200
412398,54.3,0.225,max,B,0,1200,1210
413598,54.3,0.225,max,B,0,1200,1200
414808,54.3,0.225,max,B,0,1210,1210
416018,54.3,0.225,max,B,0,1210,1210
417218,54.3,0.225,max,B,0,1210,1200
418408,51.3,0.225,max,B,0,1200,1190
419628,51.3,0.225,max,B,0,1210,1220
420838,51.3,0.225,max,B,0,1210,1210
429878,51.3,0.225,max,A,0,1210,1200
430468,51.3,0.225,max,A,0,1210,1200
431678,51.3,0.225,max,A,0,1210,1210
432868,51.3,0.225,max,A,0,1200,1190
434058,51.3,0.225,max,A,0,1200,1190
435248,51.3,0.225,max,A,0,1190,1190
436448,51.3,0.225,max,B,0,1190,1200
437648,51.3,0.225,max,B,0,1190,1200
438848,51.3,0.225,max,B,0,1200,1200
440048,51.3,0.225,max,B,0,1200,1200
441258,51.3,0.225,max,B,0,1200,1210
442448,51.3,0.225,max,B,0,1200,1190
443658,51.3,0.225,max,B,0,1200,1210
453998,51.3,0.225,max,A,0,1210,1210
454578,51.3,0.225,max,A,0,1210,1210
455808,51.3,0.225,max,A,0,1210,1230
457018,51.3,0.225,max,A,0,1210,1210
458208,51.3,0.225,max,A,0,1210,1190
459408,51.3,0.225,max,A,0,1210,1200
460608,53.3,0.225,max,B,0,1200,1200
461798,53.3,0.225,max,B,0,1200,1190
462988,53.3,0.225,max,B,0,1190,1190
464178,53.3,0.225,max,B,0,1190,1190
465398,53.3,0.225,max,B,0,1190,1220
466608,51.3,0.225,max,B,0,1190,1210
467828,51.3,0.225,max,B,0,1210,1220
469008,51.3,0.225,max,B,0,1210,1180
470178,51.3,0.225,max,B,0,1210,1170
480458,51.3,0.225,max,A,0,1210,1210
481068,51.3,0.225,max,A,0,1210,1230
482268,51.3,0.225,max,A,0,1210,1200
483488,51.3,0.225,max,A,0,1210,1220
484688,51.3,0.225,max,A,0,1210,1200
485908,51.3,0.225,max,A,0,1220,1220
487088,51.3,0.225,max,B,0,1200,1180
488298,51.3,0.225,max,B,0,1210,1210
489498,51.3,0.225,max,B,0,1200,1200
490698,51.3,0.225,max,B,0,1200,1200
491898,51.3,0.225,max,B,0,1200,1200
493108,51.3,0.225,max,B,0,1200,1210
494318,51.3,0.225,max,B,0,1200,1210
495578,51.3,0.225,max,B,0,1210,1260
504538,51.3,0.225,max,A,0,1200,1210
505128,51.3,0.225,max,A,0,1210,1220
506328,51.3,0.225,max,A,0,1200,1200
507528,51.3,0.225,max,A,0,1200,1200
508718,51.3,0.225,max,A,0,1200,1190
509918,51.3,0.225,max,A,0,1200,1200
511128,52.3,0.225,max,B,0,1200,1210
512328,52.3,0.225,max,B,0,1200,1200
513528,52.3,0.225,max,B,0,1200,1200
514738,52.3,0.225,max,B,0,1200,1210
515958,52.3,0.225,max,B,0,1210,1220
517168,51.3,0.225,max,B,0,1210,1210
518388,51.3,0.225,max,B,0,1210,1220
528568,51.3,0.225,max,A,0,1200,1230
529148,51.3,0.225,max,A,0,1190,1160
530348,51.3,0.225,max,A,0,1200,1200
531548,51.3,0.225,max,A,0,1200,1200
532748,51.3,0.225,max,A,0,1200,1200
533968,51.3,0.225,max,A,0,1200,1220
535188,51.3,0.225,max,B,0,1200,1220
536388,51.3,0.225,max,B,0,1200,1200
537618,51.3,0.225,max,B,0,1220,1230
538828,51.3,0.225,max,B,0,1220,1210
540028,51.3,0.225,max,B,0,1210,1200
541248,51.3,0.225,max,B,0,1210,1220
542438,51.3,0.225,max,B,0,1210,1190
543638,51.3,0.225,max,B,0,1200,1200
553908,51.3,0.225,max,A,0,1210,1210
554498,51.3,0.225,max,A,0,1210,1210
555708,51.3,0.225,max,A,0,1210,1210
556938,51.3,0.225,max,A,0,1210,1230
558148,51.3,0.225,max,A,0,1210,1210
559378,51.3,0.225,max,A,0,1210,1230
560598,51.3,0.225,max,B,0,1220,1220
561808,51.3,0.225,max,B,0,1220,1210
563028,51.3,0.225,max,B,0,1220,1220
564248,51.3,0.225,max,B,0,1220,1220
565478,51.3,0.225,max,B,0,1220,1230
566698,51.3,0.225,max,B,0,1220,1220
567888,51.3,0.225,max,B,0,1220,1190
578208,51.3,0.225,max,A,0,1200,1200
578808,51.3,0.225,max,A,0,1200,1230
580048,51.3,0.225,max,A,0,1200,1240
581258,51.3,0.225,max,A,0,1210,1210
582498,51.3,0.225,max,A,0,1230,1240
583918,51.3,0.225,max,A,0,1240,1420
