Trial #,Sweep #,Delta,Approach,Experiment Type,Reference t_peak,Comparison t_peak,Reference peak_tn,Comparison peak_tn,Staircase Var,Reference Value,Comparison Value,t_rise_comp,t_fall_comp,Phase Order,Is Reversal,Response,Catch Trial
1,0,1.0,from_above,max,51.3,54.3,0.225,0.225,t_peak,51.3,54.3,28.299999999999997,7.300000000000004,comp_first,No,Same,No
2,0,1.0,from_above,max,51.3,55.3,0.225,0.225,t_peak,51.3,55.3,29.299999999999997,6.300000000000004,comp_first,No,Same,No
3,0,1.0,from_above,max,51.3,51.3,0.225,0.225,t_peak,51.3,51.3,25.299999999999997,10.300000000000004,comp_first,No,Same,Yes
4,0,1.0,from_above,max,51.3,54.3,0.225,0.225,t_peak,51.3,54.3,28.299999999999997,7.300000000000004,comp_first,No,Different,No
5,0,1.0,from_above,max,51.3,53.3,0.225,0.225,t_peak,51.3,53.3,27.299999999999997,8.300000000000004,comp_first,Yes,Same,No
6,0,1.0,from_above,max,51.3,51.3,0.225,0.225,t_peak,51.3,51.3,25.299999999999997,10.300000000000004,comp_first,No,Different,Yes
7,0,1.0,from_above,max,51.3,54.3,0.225,0.225,t_peak,51.3,54.3,28.299999999999997,7.300000000000004,comp_first,No,Same,No
8,0,1.0,from_above,max,51.3,55.3,0.225,0.225,t_peak,51.3,55.3,29.299999999999997,6.300000000000004,comp_first,No,Same,No
9,1,1.0,from_above,max,51.3,56.3,0.225,0.225,t_peak,51.3,56.3,30.299999999999997,5.300000000000004,ref_first,Yes,Different,No
