state_time,t_peak,peak_tn,experiment_type,trial_phase,stride_in_condition,est_stride_dur,actual_stride_dur
180868,54.3,0.225,max,A,0,990,980
181868,54.3,0.225,max,A,0,990,1000
182828,54.3,0.225,max,A,0,980,960
183808,54.3,0.225,max,A,0,980,980
184798,54.3,0.225,max,A,0,980,990
185788,51.3,0.225,max,B,0,990,990
186768,51.3,0.225,max,B,0,980,980
187748,51.3,0.225,max,B,0,980,980
188718,51.3,0.225,max,B,0,980,970
189728,51.3,0.225,max,B,0,980,1010
190698,51.3,0.225,max,B,0,980,970
191678,51.3,0.225,max,B,0,980,980
192658,51.3,0.225,max,B,0,980,980
199988,51.3,0.225,max,A,0,970,960
200468,55.3,0.225,max,A,0,970,980
201448,55.3,0.225,max,A,0,980,980
202438,55.3,0.225,max,A,0,980,990
203408,55.3,0.225,max,A,0,980,970
204388,55.3,0.225,max,A,0,980,980
205378,51.3,0.225,max,B,0,980,990
206348,51.3,0.225,max,B,0,980,970
207318,51.3,0.225,max,B,0,970,970
208278,51.3,0.225,max,B,0,970,960
209258,51.3,0.225,max,B,0,970,980
210248,51.3,0.225,max,B,0,970,990
211208,51.3,0.225,max,B,0,970,960
212168,51.3,0.225,max,B,0,960,960
220418,51.3,0.225,max,A,0,970,960
220898,51.3,0.225,max,A,0,970,980
221888,51.3,0.225,max,A,0,970,990
222858,51.3,0.225,max,A,0,970,970
223818,51.3,0.225,max,A,0,970,960
224788,51.3,0.225,max,A,0,970,970
225778,51.3,0.225,max,B,0,970,990
226728,51.3,0.225,max,B,0,970,950
227708,51.3,0.225,max,B,0,970,980
228688,51.3,0.225,max,B,0,980,980
229638,51.3,0.225,max,B,0,980,950
230628,51.3,0.225,max,B,0,980,990
231588,51.3,0.225,max,B,0,980,960
232538,51.3,0.225,max,B,0,960,950
239838,51.3,0.225,max,A,0,980,990
240318,54.3,0.225,max,A,0,970,970
241298,54.3,0.225,max,A,0,980,980
242268,54.3,0.225,max,A,0,970,970
243238,54.3,0.225,max,A,0,970,970
244228,54.3,0.225,max,A,0,970,990
245198,51.3,0.225,max,B,0,970,970
246188,51.3,0.225,max,B,0,970,990
247168,51.3,0.225,max,B,0,980,980
248138,51.3,0.225,max,B,0,980,970
249118,51.3,0.225,max,B,0,980,980
250078,51.3,0.225,max,B,0,980,960
251058,51.3,0.225,max,B,0,980,980
252058,51.3,0.225,max,B,0,980,1000
259338,51.3,0.225,max,A,0,970,960
259808,53.3,0.225,max,A,0,980,980
260778,53.3,0.225,max,A,0,970,970
261728,53.3,0.225,max,A,0,970,950
262708,53.3,0.225,max,A,0,970,980
263678,53.3,0.225,max,A,0,970,970
264628,51.3,0.225,max,B,0,970,950
265618,51.3,0.225,max,B,0,970,990
266588,51.3,0.225,max,B,0,970,970
267558,51.3,0.225,max,B,0,970,970
268528,51.3,0.225,max,B,0,970,970
269498,51.3,0.225,max,B,0,970,970
270468,51.3,0.225,max,B,0,970,970
271458,51.3,0.225,max,B,0,970,990
272418,51.3,0.225,max,B,0,970,960
273388,51.3,0.225,max,B,0,970,970
280678,51.3,0.225,max,A,0,970,970
281138,51.3,0.225,max,A,0,970,950
282108,51.3,0.225,max,A,0,970,970
283068,51.3,0.225,max,A,0,970,960
284038,51.3,0.225,max,A,0,970,970
285018,51.3,0.225,max,A,0,970,980
285998,51.3,0.225,max,B,0,970,980
286958,51.3,0.225,max,B,0,970,960
287948,51.3,0.225,max,B,0,980,990
288908,51.3,0.225,max,B,0,980,960
289898,51.3,0.225,max,B,0,980,990
290858,51.3,0.225,max,B,0,960,960
291848,51.3,0.225,max,B,0,990,990
292798,51.3,0.225,max,B,0,960,950
300098,51.3,0.225,max,A,0,970,970
300588,54.3,0.225,max,A,0,970,1000
301568,54.3,0.225,max,A,0,980,980
302538,54.3,0.225,max,A,0,980,970
303518,54.3,0.225,max,A,0,980,980
304478,54.3,0.225,max,A,0,980,960
305448,51.3,0.225,max,B,0,970,970
306418,51.3,0.225,max,B,0,970,970
307368,51.3,0.225,max,B,0,970,950
308358,51.3,0.225,max,B,0,970,990
309328,51.3,0.225,max,B,0,970,970
310298,51.3,0.225,max,B,0,970,970
311288,51.3,0.225,max,B,0,970,990
312258,51.3,0.225,max,B,0,970,970
313218,51.3,0.225,max,B,0,970,960
314188,51.3,0.225,max,B,0,970,970
322438,51.3,0.225,max,A,0,970,960
322918,55.3,0.225,max,A,0,970,980
323878,55.3,0.225,max,A,0,970,960
324968,55.3,0.225,max,A,0,970,1090
325858,55.3,0.225,max,A,0,960,890
326848,55.3,0.225,max,A,0,980,990
327818,51.3,0.225,max,B,0,970,970
328768,51.3,0.225,max,B,0,970,950
329758,51.3,0.225,max,B,0,970,990
330728,51.3,0.225,max,B,0,970,970
331708,51.3,0.225,max,B,0,970,980
332698,51.3,0.225,max,B,0,980,990
333668,51.3,0.225,max,B,0,980,970
334658,51.3,0.225,max,B,0,980,990
335638,51.3,0.225,max,B,0,980,980
342948,51.3,0.225,max,A,0,980,970
343428,51.3,0.225,max,A,0,970,970
344408,51.3,0.225,max,A,0,970,980
345388,51.3,0.225,max,A,0,980,980
346378,51.3,0.225,max,A,0,980,990
347358,51.3,0.225,max,A,0,980,980
348358,56.3,0.225,max,B,0,980,1000
349328,56.3,0.225,max,B,0,980,970
350318,56.3,0.225,max,B,0,990,990
351298,56.3,0.225,max,B,0,980,980
352288,56.3,0.225,max,B,0,990,990
353268,51.3,0.225,max,B,0,980,980
354268,51.3,0.225,max,B,0,990,1000
355248,51.3,0.225,max,B,0,980,980
362718,51.3,0.225,max,A,0,990,1010
363228,55.3,0.225,max,A,0,1010,1010
364568,55.3,0.225,max,A,0,1010,1340
