state_time,t_rise,t_fall,t_peak,est_stride_dur,actual_stride_dur
42883,25.3,10.3,51.3,-1,42884
44233,25.3,10.3,51.3,1350,1350
45563,25.3,10.3,51.3,1350,1330
46743,25.3,10.3,51.3,1330,1180
47953,25.3,10.3,51.3,1330,1210
49133,25.3,10.3,51.3,1210,1180
50313,25.3,10.3,51.3,1180,1180
51483,25.3,10.3,51.3,1180,1170
52673,25.3,10.3,51.3,1180,1190
53863,25.3,10.3,51.3,1180,1190
55043,25.3,10.3,51.3,1180,1180
56223,25.3,10.3,51.3,1180,1180
57433,25.3,10.3,51.3,1190,1210
58623,25.3,10.3,51.3,1190,1190
59823,25.3,10.3,51.3,1190,1200
61013,25.3,10.3,51.3,1190,1190
62203,25.3,10.3,51.3,1190,1190
63413,25.3,10.3,51.3,1190,1210
64583,25.3,10.3,51.3,1190,1170
65783,25.3,10.3,51.3,1190,1200
66973,25.3,10.3,51.3,1190,1190
68173,25.3,10.3,51.3,1200,1200
69373,25.3,10.3,51.3,1200,1200
70583,25.3,10.3,51.3,1200,1210
71813,25.3,10.3,51.3,1200,1230
73013,25.3,10.3,51.3,1200,1200
74203,25.3,10.3,51.3,1200,1190
75413,25.3,10.3,51.3,1210,1210
76613,25.3,10.3,51.3,1200,1200
77793,25.3,10.3,51.3,1200,1180
78973,25.3,10.3,51.3,1190,1180
80203,25.3,10.3,51.3,1200,1230
81403,25.3,10.3,51.3,1200,1200
82603,25.3,10.3,51.3,1200,1200
83803,25.3,10.3,51.3,1200,1200
84973,25.3,10.3,51.3,1200,1170
86153,25.3,10.3,51.3,1200,1180
87363,25.3,10.3,51.3,1200,1210
88543,25.3,10.3,51.3,1180,1180
89753,25.3,10.3,51.3,1180,1210
90933,25.3,10.3,51.3,1180,1180
92133,25.3,10.3,51.3,1200,1200
93363,25.3,10.3,51.3,1200,1230
94573,25.3,10.3,51.3,1210,1210
95793,25.3,10.3,51.3,1210,1220
97023,25.3,10.3,51.3,1220,1230
98193,25.3,10.3,51.3,1220,1170
99383,25.3,10.3,51.3,1210,1190
100583,25.3,10.3,51.3,1200,1200
101783,25.3,10.3,51.3,1200,1200
102933,25.3,10.3,51.3,1190,1150
104113,25.3,10.3,51.3,1190,1180
105283,25.3,10.3,51.3,1180,1170
106453,25.3,10.3,51.3,1170,1170
107643,25.3,10.3,51.3,1170,1190
108843,25.3,10.3,51.3,1180,1200
110023,25.3,10.3,51.3,1180,1180
111233,25.3,10.3,51.3,1190,1210
112433,25.3,10.3,51.3,1200,1200
113633,25.3,10.3,51.3,1200,1200
114783,25.3,10.3,51.3,1200,1150
115973,25.3,10.3,51.3,1200,1190
117153,25.3,10.3,51.3,1190,1180
118343,25.3,10.3,51.3,1190,1190
119563,25.3,10.3,51.3,1190,1220
120753,25.3,10.3,51.3,1190,1190
121943,25.3,10.3,51.3,1190,1190
123143,25.3,10.3,51.3,1190,1200
124313,25.3,10.3,51.3,1190,1170
125523,25.3,10.3,51.3,1190,1210
126733,25.3,10.3,51.3,1200,1210
127913,25.3,10.3,51.3,1200,1180
129113,25.3,10.3,51.3,1200,1200
130333,25.3,10.3,51.3,1210,1220
131543,25.3,10.3,51.3,1210,1210
132763,25.3,10.3,51.3,1210,1220
133953,25.3,10.3,51.3,1210,1190
135153,25.3,10.3,51.3,1210,1200
136343,25.3,10.3,51.3,1200,1190
137573,25.3,10.3,51.3,1200,1230
138753,25.3,10.3,51.3,1190,1180
139993,25.3,10.3,51.3,1200,1240
141173,25.3,10.3,51.3,1190,1180
142363,25.3,10.3,51.3,1190,1190
143553,25.3,10.3,51.3,1190,1190
144753,25.3,10.3,51.3,1190,1200
145913,25.3,10.3,51.3,1190,1160
147113,25.3,10.3,51.3,1190,1200
148293,25.3,10.3,51.3,1190,1180
149553,25.3,10.3,51.3,1200,1260
150823,25.3,10.3,51.3,1200,1270
152023,25.3,10.3,51.3,1200,1200
153253,25.3,10.3,51.3,1230,1230
154493,25.3,10.3,51.3,1240,1240
155713,25.3,10.3,51.3,1230,1220
156913,25.3,10.3,51.3,1220,1200
158133,25.3,10.3,51.3,1220,1220
159333,25.3,10.3,51.3,1220,1200
160563,25.3,10.3,51.3,1220,1230
