state_time,t_rise,t_fall,t_peak,est_stride_dur,actual_stride_dur
35947,25.3,10.3,51.3,-1,35948
37297,25.3,10.3,51.3,1350,1350
38487,25.3,10.3,51.3,1350,1190
39627,25.3,10.3,51.3,1190,1140
40777,25.3,10.3,51.3,1190,1150
41937,25.3,10.3,51.3,1160,1160
43117,25.3,10.3,51.3,1160,1180
44277,25.3,10.3,51.3,1160,1160
45457,25.3,10.3,51.3,1160,1180
46637,25.3,10.3,51.3,1180,1180
47767,25.3,10.3,51.3,1180,1130
48907,25.3,10.3,51.3,1160,1140
50067,25.3,10.3,51.3,1160,1160
51237,25.3,10.3,51.3,1160,1170
52367,25.3,10.3,51.3,1140,1130
53557,25.3,10.3,51.3,1160,1190
54727,25.3,10.3,51.3,1170,1170
55837,25.3,10.3,51.3,1170,1110
57017,25.3,10.3,51.3,1170,1180
58117,25.3,10.3,51.3,1170,1100
59257,25.3,10.3,51.3,1140,1140
60387,25.3,10.3,51.3,1130,1130
61527,25.3,10.3,51.3,1140,1140
62657,25.3,10.3,51.3,1130,1130
63797,25.3,10.3,51.3,1140,1140
64917,25.3,10.3,51.3,1130,1120
66037,25.3,10.3,51.3,1130,1120
67177,25.3,10.3,51.3,1130,1140
68347,25.3,10.3,51.3,1140,1170
69457,25.3,10.3,51.3,1120,1110
70557,25.3,10.3,51.3,1120,1100
71717,25.3,10.3,51.3,1140,1160
