state_time,t_peak,peak_tn,experiment_type,trial_phase,stride_in_condition,est_stride_dur,actual_stride_dur
196419,54.3,0.225,max,A,1,990,980
197399,54.3,0.225,max,A,2,980,980
198379,54.3,0.225,max,A,3,980,980
199359,54.3,0.225,max,A,4,980,980
200339,51.3,0.225,max,B,1,980,980
201349,51.3,0.225,max,B,2,980,1010
202319,51.3,0.225,max,B,3,980,970
203289,51.3,0.225,max,B,4,980,970
204279,51.3,0.225,max,B,5,980,990
215039,55.3,0.225,max,A,1,980,950
216009,55.3,0.225,max,A,1,980,980
217009,55.3,0.225,max,A,2,980,1000
217989,55.3,0.225,max,A,3,980,980
218959,55.3,0.225,max,A,4,980,970
220019,51.3,0.225,max,B,1,980,1060
220919,51.3,0.225,max,B,2,980,900
221899,51.3,0.225,max,B,3,980,980
222849,51.3,0.225,max,B,4,970,950
223829,51.3,0.225,max,B,5,980,980
235479,51.3,0.225,max,A,1,970,970
236449,51.3,0.225,max,A,1,970,980
237439,51.3,0.225,max,A,2,970,990
238399,51.3,0.225,max,A,3,970,960
239369,51.3,0.225,max,A,4,970,970
240349,51.3,0.225,max,B,1,980,980
241309,51.3,0.225,max,B,2,970,960
242269,51.3,0.225,max,B,3,960,960
243249,51.3,0.225,max,B,4,970,980
244219,51.3,0.225,max,B,5,970,970
254899,54.3,0.225,max,A,1,970,990
255869,54.3,0.225,max,A,1,970,980
256829,54.3,0.225,max,A,2,970,960
257809,54.3,0.225,max,A,3,980,980
258789,54.3,0.225,max,A,4,980,980
259769,51.3,0.225,max,B,1,980,980
260749,51.3,0.225,max,B,2,980,980
261729,51.3,0.225,max,B,3,980,980
262689,51.3,0.225,max,B,4,980,960
263669,51.3,0.225,max,B,5,980,980
274399,53.3,0.225,max,A,1,970,970
275349,53.3,0.225,max,A,1,970,970
276309,53.3,0.225,max,A,2,970,960
277269,53.3,0.225,max,A,3,970,960
278249,53.3,0.225,max,A,4,970,980
279209,51.3,0.225,max,B,1,960,960
280269,51.3,0.225,max,B,2,960,1060
281159,51.3,0.225,max,B,3,960,890
282119,51.3,0.225,max,B,4,960,960
283099,51.3,0.225,max,B,5,960,980
295729,51.3,0.225,max,A,1,970,970
296669,51.3,0.225,max,A,1,960,950
297649,51.3,0.225,max,A,2,970,980
298599,51.3,0.225,max,A,3,960,950
299579,51.3,0.225,max,A,4,970,980
300549,51.3,0.225,max,B,1,970,970
301539,51.3,0.225,max,B,2,980,990
302509,51.3,0.225,max,B,3,970,970
303489,51.3,0.225,max,B,4,980,980
304459,51.3,0.225,max,B,5,970,970
315159,54.3,0.225,max,A,1,970,990
316129,54.3,0.225,max,A,1,980,980
317109,54.3,0.225,max,A,2,980,980
318089,54.3,0.225,max,A,3,980,980
319049,54.3,0.225,max,A,4,980,960
320019,51.3,0.225,max,B,1,980,970
320989,51.3,0.225,max,B,2,970,970
321949,51.3,0.225,max,B,3,970,960
322919,51.3,0.225,max,B,4,970,970
323889,51.3,0.225,max,B,5,970,970
337499,55.3,0.225,max,A,1,970,980
338449,55.3,0.225,max,A,1,970,960
339419,55.3,0.225,max,A,2,970,970
340409,55.3,0.225,max,A,3,970,990
341399,55.3,0.225,max,A,4,980,990
342389,51.3,0.225,max,B,1,990,990
343349,51.3,0.225,max,B,2,990,960
344319,51.3,0.225,max,B,3,990,970
345289,51.3,0.225,max,B,4,970,970
346279,51.3,0.225,max,B,5,970,990
358009,51.3,0.225,max,A,1,970,970
358979,51.3,0.225,max,A,1,970,980
359959,51.3,0.225,max,A,2,970,980
360939,51.3,0.225,max,A,3,980,980
361929,51.3,0.225,max,A,4,980,990
362929,56.3,0.225,max,B,1,980,1000
363889,56.3,0.225,max,B,2,980,960
364879,56.3,0.225,max,B,3,990,990
365869,56.3,0.225,max,B,4,990,990
366859,56.3,0.225,max,B,5,990,990
377779,55.3,0.225,max,A,1,990,1010
379019,55.3,0.225,max,A,1,1010,1250
380609,55.3,0.225,max,A,2,1010,1590
