state_time,ank_ang,mot_ang,mot_cur
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
96,521708608,0,0
