state_time,ank_ang,mot_ang,mot_cur
10212,7069,53132,796
10222,7055,53156,783
10232,7043,53191,812
10242,7030,53191,798
10252,7016,53206,789
10262,7004,53231,794
10272,6990,53246,815
10282,6978,53248,797
10292,6964,53254,799
10302,6953,53257,798
10312,6940,53259,799
10322,6928,53260,801
10332,6916,53260,800
10342,6906,53258,800
10352,6895,53258,795
10362,6884,53256,802
10372,6875,53253,798
10382,6865,53249,798
10392,6857,53246,800
10402,6848,53241,799
10412,6841,53237,799
10422,6832,53229,800
10432,6824,53218,802
10442,6815,53204,797
10452,6807,53189,796
10462,6800,53180,800
10472,6793,53171,794
10482,6785,53162,799
10492,6779,53150,803
10502,6770,53129,794
10512,6763,53115,794
10522,6756,53103,799
10532,6749,53092,798
10542,6742,53074,800
10552,6735,53052,800
10562,6727,53036,797
10572,6721,53017,799
10582,6713,52986,797
10592,6704,52966,798
10602,6695,52932,808
10612,6687,52903,792
10622,6678,52884,801
10632,6672,52855,797
10642,6664,52832,797
10652,6657,52802,811
10662,6649,52766,797
10672,6641,52735,803
10682,6633,52713,793
10692,6627,52696,806
10702,6621,52665,807
10712,6614,52636,797
10722,6606,52603,803
10732,6600,52576,797
10742,6596,52554,809
10752,6589,52523,795
10762,6583,52499,799
10772,6577,52465,795
10782,6572,52442,797
10792,6566,52414,800
10802,6561,52387,794
10812,6555,52363,798
10822,6550,52332,798
10832,6544,52314,799
10842,6540,52294,803
10852,6536,52267,800
10862,6531,52244,800
10872,6526,52211,799
10882,6518,52176,803
10892,6509,52137,795
10902,6505,52117,801
10912,6502,52099,804
10922,6496,52070,801
10932,6489,52034,809
10942,6480,51983,798
10952,6470,51938,792
10962,6464,51904,805
10972,6457,51869,793
10982,6451,51830,801
10992,6444,51793,805
11002,6436,51749,792
11012,6429,51711,797
11022,6423,51683,791
11032,6420,51657,804
11042,6411,51618,798
11052,6404,51563,792
11062,6395,51513,800
11072,6388,51467,803
11082,6380,51412,804
11092,6371,51358,790
11102,6365,51318,796
11112,6359,51294,809
11122,6356,51263,805
11132,6350,51229,802
11142,6343,51187,803
11152,6338,51148,805
11162,6331,51101,800
11172,6324,51047,797
11182,6314,50983,792
11192,6305,50924,796
11202,6298,50868,796
11212,6290,50817,798
11222,6285,50786,794
11232,6280,50755,802
11242,6277,50727,798
11252,6272,50675,802
11262,6262,50602,800
11272,6251,50521,801
11282,6239,50426,799
11292,6226,50336,803
11302,6217,50246,803
11312,6203,50151,791
11322,6192,50053,793
11332,6182,49965,800
11342,6172,49882,793
11352,6162,49793,798
11362,6151,49700,803
11372,6139,49595,799
11382,6127,49496,802
11392,6117,49397,800
11402,6108,49310,801
11412,6098,49216,794
11422,6087,49120,795
11432,6076,49019,800
11442,6067,48930,803
11452,6056,48840,803
11462,6048,48751,801
11472,6038,48664,800
11482,6029,48581,794
11492,6022,48515,803
11502,6015,48457,797
11512,6010,48408,795
11522,6006,48362,802
11532,6001,48312,799
11542,5996,48247,798
11552,5987,48172,798
11562,5979,48108,803
11572,5973,48036,800
11582,5966,47981,807
11592,5961,47936,802
11602,5957,47879,802
11612,5950,47819,797
11622,5942,47756,796
11632,5937,47692,797
11642,5929,47627,793
11652,5923,47577,798
11662,5920,47542,800
11672,5916,47500,800
11682,5911,47448,803
11692,5903,47389,798
11702,5896,47321,805
11712,5888,47235,798
11722,5879,47158,803
11732,5872,47081,802
11742,5863,47005,800
11752,5856,46932,796
11762,5847,46850,795
11772,5840,46774,796
11782,5833,46703,801
11792,5827,46633,795
11802,5821,46580,804
11812,5816,46516,801
11822,5809,46444,798
11832,5804,46374,801
11842,5796,46301,799
11852,5789,46232,793
11862,5783,46180,798
11872,5781,46129,802
11882,5774,46065,793
11892,5769,46003,800
11902,5762,45931,803
11912,5756,45849,795
11922,5749,45785,804
11932,5744,45721,797
11942,5738,45663,801
11952,5733,45603,801
11962,5727,45532,797
11972,5721,45447,795
11982,5713,45365,800
11992,5706,45287,794
12002,5701,45226,800
12012,5696,45170,803
12022,5690,45099,803
12032,5684,45025,801
12042,5677,44945,802
12052,5669,44857,801
12062,5662,44778,798
12072,5656,44689,798
12082,5648,44594,805
12092,5639,44488,792
12102,5630,44389,801
12112,5622,44292,801
12122,5614,44197,801
12132,5607,44094,794
12142,5598,43998,804
12152,5590,43898,794
12162,5582,43800,800
12172,5572,43688,797
12182,5563,43574,797
12192,5553,43454,796
12202,5543,43343,802
12212,5534,43230,805
12222,5523,43109,793
12232,5513,42994,794
12242,5504,42883,803
12252,5494,42764,796
12262,5484,42648,806
12272,5472,42530,801
12282,5461,42402,797
12292,5448,42259,792
12302,5434,42117,803
12312,5422,41976,799
12322,5409,41829,801
12332,5396,41681,802
12342,5382,41527,795
12352,5368,41362,794
12362,5355,41200,801
12372,5342,41040,803
12382,5327,40875,803
12392,5313,40704,798
12402,5300,40535,797
12412,5285,40367,796
12422,5273,40203,801
12432,5258,40029,802
12442,5242,39848,797
12452,5229,39674,808
12462,5214,39495,799
12472,5200,39314,797
12482,5186,39133,796
12492,5170,38951,792
12502,5156,38785,806
12512,5143,38619,798
12522,5129,38454,798
12532,5115,38298,800
12542,5104,38147,807
12552,5090,38001,800
12562,5078,37859,797
12572,5065,37708,797
12582,5055,37559,808
12592,5043,37426,802
12602,5033,37292,801
12612,5022,37159,807
12622,5011,37024,795
12632,5000,36882,792
12642,4987,36730,791
12652,4975,36590,813
12662,4963,36456,794
12672,4954,36319,801
12682,4943,36194,810
12692,4934,36097,809
12702,4925,35996,804
12712,4918,35902,795
12722,4910,35822,800
12732,4904,35736,803
12742,4897,35657,807
12752,4888,35557,793
12762,4880,35445,798
12772,4869,35327,794
12782,4861,35223,804
12792,4852,35125,796
12802,4844,35036,800
12812,4836,34945,798
12822,4829,34862,804
12832,4821,34777,799
12842,4814,34685,804
12852,4806,34580,796
12862,4797,34471,799
12872,4788,34373,801
12882,4781,34282,802
12892,4774,34174,792
12902,4764,34057,796
12912,4755,33943,806
12922,4746,33831,791
12932,4738,33711,802
12942,4728,33583,795
12952,4719,33462,801
12962,4708,33334,798
12972,4699,33196,795
12982,4688,33067,815
12992,4680,32947,812
13002,4671,32827,788
13012,4662,32712,798
13022,4653,32589,794
13032,4644,32472,800
13042,4634,32345,810
13052,4626,32221,791
13062,4616,32108,806
13072,4609,32016,805
13082,4603,31932,798
13092,4598,31838,802
13102,4590,31749,804
13112,4583,31662,801
13122,4578,31590,802
13132,4573,31534,810
13142,4569,31466,805
13152,4563,31396,797
13162,4559,31328,802
13172,4553,31269,799
13182,4550,31228,789
13192,4547,31206,800
13202,4546,31189,792
13212,4545,31180,798
13222,4545,31166,809
13232,4542,31124,807
13242,4537,31048,805
13252,4531,30948,801
13262,4520,30834,791
13272,4513,30736,804
13282,4507,30660,799
13292,4502,30598,803
13302,4498,30543,803
13312,4493,30475,795
13322,4488,30404,798
13332,4481,30328,800
13342,4475,30246,798
13352,4468,30164,809
13362,4461,30063,793
13372,4451,29953,798
13382,4443,29837,800
13392,4434,29734,806
13402,4428,29634,798
13412,4419,29535,803
13422,4409,29428,796
13432,4400,29335,801
13442,4392,29236,801
13452,4382,29131,800
13462,4372,29007,789
13472,4363,28885,794
13482,4353,28775,810
13492,4343,28654,791
13502,4333,28530,803
13512,4323,28411,804
13522,4312,28291,798
13532,4302,28160,798
13542,4291,28029,797
13552,4281,27909,805
13562,4270,27788,798
13572,4260,27658,793
13582,4249,27528,804
13592,4237,27393,800
13602,4224,27253,795
13612,4212,27112,798
13622,4201,26979,808
13632,4190,26841,801
13642,4178,26698,792
13652,4165,26557,788
13662,4155,26420,800
13672,4141,26276,799
13682,4129,26137,804
13692,4116,26007,789
13702,4102,25852,794
13712,4090,25709,807
13722,4079,25562,787
13732,4066,25411,794
13742,4053,25262,806
13752,4040,25112,788
13762,4027,24962,798
13772,4016,24823,802
13782,4006,24691,801
13792,3995,24552,802
13802,3983,24405,791
13812,3971,24267,805
13822,3960,24135,809
13832,3950,24005,797
13842,3939,23887,808
13852,3929,23766,801
13862,3919,23634,792
13872,3908,23498,800
13882,3898,23373,805
13892,3887,23258,792
13902,3879,23146,809
13912,3869,23038,801
13922,3862,22945,803
13932,3854,22849,799
13942,3846,22754,809
13952,3838,22651,791
13962,3829,22566,802
13972,3823,22486,801
13982,3816,22404,802
13992,3809,22315,802
14002,3800,22209,793
14012,3792,22108,802
14022,3784,22017,802
14032,3777,21932,799
14042,3770,21845,797
14052,3763,21762,801
14062,3754,21667,798
14072,3748,21579,802
14082,3739,21466,792
14092,3728,21342,800
14102,3719,21212,796
14112,3709,21094,798
14122,3701,20983,801
14132,3691,20865,789
14142,3681,20737,799
14152,3670,20608,809
14162,3659,20471,793
14172,3649,20329,795
14182,3639,20202,804
14192,3628,20072,788
14202,3617,19926,793
14212,3605,19778,799
14222,3592,19624,801
14232,3581,19474,798
14242,3569,19326,796
14252,3558,19181,801
14262,3545,19029,800
14272,3533,18880,797
14282,3520,18738,798
14292,3510,18597,800
14302,3498,18457,804
14312,3487,18324,802
14322,3474,18192,796
14332,3465,18070,806
14342,3456,17965,805
14352,3445,17861,797
14362,3437,17748,800
14372,3427,17631,796
14382,3419,17529,811
14392,3409,17425,792
14402,3401,17324,802
14412,3391,17220,797
14422,3384,17126,801
14432,3376,17034,800
14442,3369,16937,803
14452,3359,16832,800
14462,3350,16733,801
14472,3342,16641,798
14482,3335,16563,807
14492,3327,16471,790
14502,3319,16378,801
14512,3311,16272,793
14522,3301,16171,803
14532,3292,16075,804
14542,3284,15977,806
14552,3275,15878,800
14562,3264,15777,796
14572,3257,15679,793
14582,3247,15586,802
14592,3238,15474,799
14602,3228,15351,799
14612,3216,15230,802
14622,3207,15119,807
14632,3196,15003,796
14642,3184,14886,801
14652,3174,14781,800
14662,3166,14680,800
14672,3154,14569,799
14682,3144,14445,789
14692,3131,14340,808
14702,3121,14227,803
14712,3111,14112,796
14722,3100,13998,797
14732,3088,13893,796
14742,3079,13800,807
14752,3069,13692,792
14762,3059,13580,802
14772,3046,13455,795
14782,3035,13336,802
14792,3023,13212,801
14802,3011,13082,796
14812,2998,12956,800
14822,2985,12828,798
14832,2972,12693,795
14842,2959,12558,798
14852,2948,12430,807
14862,2935,12304,790
14872,2923,12175,807
14882,2911,12045,805
14892,2898,11916,793
14902,2885,11777,793
14912,2870,11637,799
14922,2858,11504,801
14932,2845,11373,803
14942,2832,11243,802
14952,2819,11116,794
14962,2807,10993,802
14972,2793,10867,803
14982,2782,10742,795
14992,2769,10621,807
15002,2757,10491,795
15012,2742,10351,791
15022,2729,10209,795
15032,2715,10073,802
15042,2702,9934,800
15052,2691,9802,794
15062,2681,9671,803
15072,2669,9527,797
15082,2656,9387,794
15092,2645,9252,810
15102,2634,9115,806
15112,2622,8972,796
15122,2610,8830,791
15132,2601,8682,794
15142,2589,8538,810
15152,2579,8395,804
15162,2568,8255,793
15172,2558,8112,799
15182,2547,7967,790
15192,2538,7826,796
15202,2530,7692,808
15212,2520,7561,801
15222,2511,7433,795
15232,2502,7299,800
15242,2494,7154,794
15252,2484,7017,799
15262,2476,6883,803
15272,2467,6747,801
15282,2459,6612,801
15292,2451,6485,809
15302,2444,6346,794
15312,2435,6211,807
15322,2429,6089,802
15332,2421,5965,804
15342,2414,5830,795
15352,2407,5700,801
15362,2402,5576,804
15372,2395,5455,801
15382,2390,5350,804
15392,2384,5257,802
15402,2381,5190,804
15412,2377,5114,801
15422,2375,5040,800
15432,2372,4972,801
15442,2368,4902,794
15452,2366,4852,794
15462,2365,4812,803
15472,2363,4777,798
15482,2361,4749,796
15492,2362,4735,786
15502,2361,4737,799
15512,2361,4736,797
15522,2361,4736,802
15532,2361,4736,797
15542,2361,4736,801
15552,2360,4735,798
15562,2361,4733,798
15572,2360,4728,801
15582,2358,4713,805
15592,2358,4669,808
15602,2356,4606,801
15612,2352,4521,805
15622,2350,4430,801
15632,2345,4334,796
15642,2343,4253,802
15652,2340,4167,803
15662,2337,4087,798
15672,2335,4034,798
15682,2335,4008,787
15692,2335,4014,796
15702,2335,4014,801
15712,2335,4016,798
15722,2335,4014,796
15732,2334,4015,798
15742,2335,4015,800
15752,2335,4016,800
15762,2335,4016,797
15772,2335,4017,796
15782,2335,4017,800
15792,2335,4017,796
15802,2335,4016,800
15812,2335,4017,798
15822,2335,4016,798
15832,2335,4018,799
15842,2335,4018,796
15852,2337,4017,798
15862,2335,4017,795
15872,2335,4017,800
15882,2335,4019,800
15892,2336,4020,799
15902,2336,4020,800
15912,2335,4020,799
15922,2337,4021,797
15932,2335,4022,798
15942,2336,4021,796
15952,2335,4022,798
15962,2337,4021,796
15972,2337,4024,794
15982,2337,4025,799
15992,2337,4026,797
16002,2337,4027,798
16012,2337,4030,799
16022,2337,4032,805
16032,2336,4029,800
16042,2337,4030,797
16052,2336,4030,798
16062,2337,4030,797
16072,2336,4030,798
16082,2337,4031,801
16092,2337,4030,800
16102,2337,4030,799
16112,2338,4030,800
16122,2337,4029,800
16132,2337,4030,799
16142,2337,4028,801
16152,2337,4029,795
16162,2338,4030,795
16172,2337,4030,795
16182,2337,4029,797
16192,2338,4030,800
16202,2337,4029,799
16212,2337,4031,799
16222,2337,4031,802
16232,2337,4030,799
16242,2338,4032,800
16252,2337,4031,801
16262,2337,4032,796
16272,2337,4034,802
16282,2339,4039,801
16292,2338,4040,799
16302,2337,4038,797
16312,2338,4039,794
16322,2339,4038,800
16332,2337,4038,798
16342,2339,4038,795
16352,2339,4038,796
16362,2339,4039,799
16372,2338,4039,798
16382,2339,4040,799
16392,2339,4038,798
16402,2339,4040,795
16412,2337,4040,795
16422,2338,4039,798
16432,2338,4039,798
16442,2338,4039,797
16452,2337,4037,798
16462,2337,4038,798
16472,2338,4039,800
16482,2338,4038,800
16492,2337,4038,796
16502,2338,4038,794
16512,2338,4038,797
16522,2338,4038,800
16532,2339,4038,799
16542,2338,4038,797
16552,2339,4040,797
16562,2339,4039,796
16572,2338,4041,801
16582,2338,4040,794
16592,2339,4040,797
16602,2339,4040,796
16612,2338,4042,797
16622,2340,4042,798
16632,2338,4043,796
16642,2339,4043,795
16652,2339,4042,794
16662,2338,4043,793
16672,2338,4042,800
16682,2339,4043,801
16692,2339,4042,798
16702,2340,4043,797
16712,2339,4043,794
16722,2339,4042,799
16732,2337,4043,799
16742,2339,4042,798
16752,2339,4042,798
16762,2338,4043,797
16772,2339,4042,800
16782,2339,4042,802
16792,2340,4043,796
16802,2338,4042,797
16812,2339,4042,795
16822,2339,4044,800
16832,2339,4042,798
